20
30 60
27 28 1000
28 29 1000
1 19 600
22 28 362
11 20 943
26 28 375
11 21 792
0 13 271
1 13 882
0 7 208
13 21 903
0 10 238
6 26 828
4 25 205
9 28 735
8 22 126
2 23 439
21 25 361
24 28 884
23 26 235
2 25 398
8 25 841
26 29 643
9 17 188
2 7 237
10 19 93
6 19 171
2 18 255
8 17 863
11 28 67
7 19 73
15 22 60
16 28 126
21 24 998
15 25 929
1 20 296
3 18 584
9 16 362
4 7 736
22 26 588
14 24 438
16 18 132
27 29 713
0 16 291
3 23 370
2 14 590
9 15 305
14 22 689
7 28 363
23 25 383
4 19 277
0 23 421
5 13 950
23 27 657
10 15 670
3 13 780
11 24 31
1 9 888
3 12 405
25 28 629
2 6 935
25 27 477
19 24 791
13 23 51
19 27 337
5 8 246
4 28 75
8 10 685
14 20 670
5 11 535
1 23 357
20 24 779
0 29 648
13 16 555
3 19 366
15 23 585
4 8 251
17 19 772
9 20 539
1 12 16
7 22 723
1 27 155
13 24 253
19 29 212
19 22 502
6 14 433
9 25 169
1 7 880
2 28 841
1 5 489
3 17 66
18 27 117
9 24 676
20 26 186
15 29 173
17 26 907
19 23 102
10 21 429
10 23 589
10 16 921
8 12 263
6 9 56
22 25 187
7 24 385
10 12 772
7 16 292
13 19 740
15 21 674
9 14 185
10 20 722
4 24 851
12 19 804
11 27 344
13 20 80
1 3 384
1 4 785
18 21 186
8 11 505
12 24 529
8 19 524
1 22 1
8 15 990
4 10 235
0 11 453
0 22 293
11 22 386
0 17 999
4 15 648
11 29 440
7 27 741
7 15 924
1 29 333
18 29 223
4 21 140
18 28 124
7 25 646
15 28 343
4 29 725
6 8 918
1 18 989
5 9 567
0 15 784
13 15 55
0 25 135
2 16 359
3 26 752
8 28 913
19 26 350
4 17 31
1 14 598
2 26 634
12 26 496
1 26 688
4 23 264
6 22 182
20 29 169
15 18 478
13 25 892
10 27 61
12 21 13
0 3 903
14 25 165
4 13 650
4 22 792
1 15 813
2 24 566
6 15 102
16 26 562
1 11 165
8 18 454
23 28 989
17 22 111
4 12 478
30 200
0 1 1000
1 2 1000
2 3 1000
3 4 1000
4 5 1000
5 6 1000
6 7 1000
7 8 1000
8 9 1000
9 10 1000
10 11 1000
11 12 1000
12 13 1000
13 14 1000
14 15 1000
15 16 1000
16 17 1000
17 18 1000
18 19 1000
19 20 1000
20 21 1000
21 22 1000
22 23 1000
23 24 1000
24 25 1000
25 26 1000
26 27 1000
27 28 1000
28 29 1000
19 24 189
26 28 853
4 28 659
16 21 219
0 5 914
11 19 191
19 26 197
13 16 499
5 17 643
1 8 764
10 28 310
0 8 884
5 20 804
20 28 612
16 22 244
4 22 411
6 14 351
1 12 178
0 25 780
2 17 773
0 18 732
7 10 767
18 26 252
9 23 96
3 16 661
13 24 97
9 24 69
12 17 679
20 24 328
8 15 477
10 22 846
6 10 97
3 23 940
1 20 139
6 12 359
8 28 70
9 15 397
0 19 606
10 27 516
12 19 277
13 17 741
3 7 551
16 20 801
9 29 842
3 21 73
3 10 854
12 16 258
4 25 542
5 12 245
9 13 431
21 29 481
13 20 100
6 21 291
14 25 620
14 23 916
1 7 958
7 24 336
4 24 197
9 20 431
11 16 524
5 13 56
21 24 892
1 11 457
22 27 794
17 23 999
4 27 338
3 20 880
3 5 454
4 8 877
11 29 543
2 20 941
19 27 93
0 17 232
15 17 23
17 22 993
5 29 428
8 24 280
2 18 675
7 25 578
12 24 752
14 24 829
4 20 430
10 26 41
8 27 17
19 23 511
3 29 888
2 24 88
9 12 530
2 14 933
0 23 74
8 22 312
11 24 368
10 21 362
5 26 361
25 28 378
4 12 444
2 9 17
3 11 439
9 22 608
20 29 343
1 13 244
23 25 713
14 26 679
25 27 774
1 21 446
7 17 294
6 16 607
6 25 326
16 18 528
21 27 926
0 28 308
6 15 956
8 20 119
3 13 784
1 19 404
14 21 556
5 11 107
10 13 129
22 25 426
6 11 300
8 29 688
0 13 763
11 26 274
10 19 864
2 28 904
2 5 193
13 27 159
2 23 350
5 8 674
16 28 960
10 20 651
6 27 218
11 13 306
3 12 52
17 29 461
13 21 976
10 17 810
6 18 937
6 28 530
6 9 12
0 3 656
5 14 988
17 28 123
15 26 695
5 23 330
19 28 106
15 19 949
5 10 547
12 21 42
5 19 729
13 28 294
5 21 475
11 18 444
7 15 435
13 25 589
12 20 847
11 21 463
5 27 477
2 25 697
11 25 593
3 6 533
20 27 182
8 19 451
5 16 240
12 25 483
14 16 865
10 25 192
26 29 563
10 14 461
18 28 874
2 6 202
